Hour,Value1,Value2
6445,0.58,0.58
6446,1.0,1.0
6447,0.48,0.48
6448,0.83,0.83
6449,0.37,0.37
6450,0.28,0.28
6451,0.05,0.05
6452,0.62,0.62
6453,0.97,0.97
6454,0.13,0.13
6455,0.87,0.87
6456,0.5,0.5
6457,0.99,0.99
6458,0.68,0.68
6459,0.75,0.75
6460,0.38,0.38
6461,0.52,0.52
6462,0.39,0.39
6463,0.47,0.47
6464,0.84,0.84
6465,0.56,0.56
6466,0.05,0.05
6467,0.3,0.3
6468,0.71,0.71
6469,0.16,0.16
6470,0.01,0.01
6471,0.67,0.67
6472,0.68,0.68
6473,0.86,0.86
6474,0.31,0.31
6475,0.13,0.13
6476,0.87,0.87
6477,0.92,0.92
6478,0.43,0.43
6479,0.51,0.51
6480,0.55,0.55
6481,0.67,0.67
6482,0.26,0.26
6483,0.35,0.35
6484,0.73,0.73
6485,0.78,0.78
6486,0.16,0.16
6487,0.36,0.36
6488,0.12,0.12
6489,0.02,0.02
6490,0.68,0.68
6491,0.88,0.88
6492,0.83,0.83
6493,0.86,0.86
6494,0.08,0.08
6495,0.56,0.56
6496,0.92,0.92
6497,0.44,0.44
6498,0.65,0.65
6499,0.47,0.47
6500,0.15,0.15
6501,0.96,0.96
6502,0.17,0.17
6503,0.85,0.85
6504,0.74,0.74
6505,0.02,0.02
6506,0.65,0.65
6507,0.39,0.39
6508,0.51,0.51
6509,0.83,0.83
6510,0.44,0.44
6511,0.47,0.47
6512,0.99,0.99
6513,0.59,0.59
6514,0.91,0.91
6515,0.74,0.74
6516,0.77,0.77
6517,0.8,0.8
6518,0.7,0.7
6519,0.23,0.23
6520,0.23,0.23
6521,0.06,0.06
6522,0.17,0.17
6523,0.34,0.34
6524,0.73,0.73
6525,0.65,0.65
6526,0.35,0.35
6527,0.7,0.7
6528,0.68,0.68
6529,0.52,0.52
6530,0.57,0.57
6531,0.4,0.4
6532,0.86,0.86
6533,0.17,0.17
6534,0.57,0.57
6535,0.8,0.8
6536,0.2,0.2
6537,0.19,0.19
6538,0.71,0.71
6539,0.1,0.1
6540,0.04,0.04
6541,0.46,0.46
6542,0.78,0.78
6543,0.84,0.84
6544,0.93,0.93
6545,0.26,0.26
6546,0.16,0.16
6547,0.48,0.48
6548,0.82,0.82
6549,0.59,0.59
6550,0.08,0.08
6551,0.16,0.16
6552,0.74,0.74
6553,0.45,0.45
6554,0.3,0.3
6555,0.58,0.58
6556,0.32,0.32
6557,0.37,0.37
6558,0.68,0.68
6559,0.34,0.34
6560,0.52,0.52
6561,0.82,0.82
6562,0.99,0.99
6563,0.47,0.47
6564,0.98,0.98
6565,0.14,0.14
6566,0.59,0.59
6567,0.47,0.47
6568,0.33,0.33
6569,0.99,0.99
6570,0.3,0.3
6571,0.99,0.99
6572,0.78,0.78
6573,0.11,0.11
6574,0.54,0.54
6575,0.91,0.91
6576,0.26,0.26
6577,0.2,0.2
6578,0.66,0.66
6579,0.33,0.33
6580,0.92,0.92
6581,0.22,0.22
6582,0.73,0.73
6583,0.93,0.93
6584,0.05,0.05
6585,0.78,0.78
6586,0.43,0.43
6587,0.2,0.2
6588,0.53,0.53
6589,0.09,0.09
6590,0.21,0.21
6591,0.24,0.24
6592,0.3,0.3
6593,0.13,0.13
6594,0.79,0.79
6595,0.16,0.16
6596,0.81,0.81
6597,0.63,0.63
6598,0.47,0.47
6599,0.17,0.17
6600,0.94,0.94
6601,0.83,0.83
6602,0.5,0.5
6603,0.38,0.38
6604,0.09,0.09
6605,0.68,0.68
6606,0.62,0.62
6607,0.72,0.72
6608,0.42,0.42
6609,0.75,0.75
6610,0.65,0.65
6611,0.62,0.62
6612,0.37,0.37
6613,0.59,0.59
6614,0.15,0.15
6615,0.43,0.43
6616,0.1,0.1
6617,0.06,0.06
6618,0.86,0.86
6619,0.32,0.32
6620,0.14,0.14
6621,0.22,0.22
6622,0.96,0.96
6623,0.73,0.73
6624,0.4,0.4
6625,0.41,0.41
6626,0.07,0.07
6627,0.39,0.39
6628,0.16,0.16
6629,0.68,0.68
6630,0.13,0.13
6631,0.5,0.5
6632,0.09,0.09
6633,0.55,0.55
6634,0.12,0.12
6635,0.45,0.45
6636,0.05,0.05
6637,0.51,0.51
6638,0.84,0.84
6639,0.58,0.58
6640,0.24,0.24
6641,0.73,0.73
6642,0.32,0.32
6643,0.25,0.25
6644,0.09,0.09
6645,0.94,0.94
6646,0.18,0.18
6647,0.12,0.12
6648,0.03,0.03
6649,0.01,0.01
6650,0.92,0.92
6651,0.03,0.03
6652,0.76,0.76
6653,0.08,0.08
6654,0.78,0.78
6655,0.35,0.35
6656,0.87,0.87
6657,0.8,0.8
6658,0.25,0.25
6659,0.07,0.07
6660,0.41,0.41
6661,0.2,0.2
6662,0.59,0.59
6663,0.76,0.76
6664,0.33,0.33
6665,0.62,0.62
6666,0.38,0.38
6667,0.63,0.63
6668,0.32,0.32
6669,0.23,0.23
6670,0.0,0.0
6671,0.2,0.2
6672,0.69,0.69
6673,0.61,0.61
6674,0.53,0.53
6675,0.89,0.89
6676,0.89,0.89
6677,0.99,0.99
6678,0.4,0.4
6679,0.66,0.66
6680,0.8,0.8
6681,0.35,0.35
6682,0.84,0.84
6683,0.59,0.59
6684,0.23,0.23
6685,0.02,0.02
6686,0.08,0.08
6687,0.5,0.5
6688,0.12,0.12
6689,0.27,0.27
6690,0.98,0.98
6691,0.25,0.25
6692,0.09,0.09
6693,0.9,0.9
6694,0.16,0.16
6695,0.68,0.68
6696,0.81,0.81
6697,0.66,0.66
6698,0.68,0.68
6699,0.64,0.64
6700,0.92,0.92
6701,0.99,0.99
6702,0.24,0.24
6703,0.04,0.04
6704,0.47,0.47
6705,0.23,0.23
6706,0.3,0.3
6707,0.42,0.42
6708,0.96,0.96
6709,0.96,0.96
6710,0.54,0.54
6711,0.14,0.14
6712,0.92,0.92
6713,0.79,0.79
6714,0.33,0.33
6715,0.8,0.8
6716,0.67,0.67
6717,0.17,0.17
6718,0.5,0.5
6719,0.35,0.35
6720,0.82,0.82
6721,0.76,0.76
6722,0.19,0.19
6723,0.44,0.44
6724,0.05,0.05
6725,0.29,0.29
6726,0.65,0.65
6727,0.14,0.14
6728,0.21,0.21
6729,0.41,0.41
6730,0.63,0.63
6731,0.86,0.86
6732,0.21,0.21
6733,0.39,0.39
6734,0.91,0.91
6735,0.68,0.68
6736,0.67,0.67
6737,0.29,0.29
6738,0.17,0.17
6739,0.1,0.1
6740,0.88,0.88
6741,0.32,0.32
6742,1.0,1.0
6743,0.74,0.74
6744,0.13,0.13
6745,0.06,0.06
6746,0.3,0.3
6747,0.36,0.36
6748,0.87,0.87
6749,0.28,0.28
6750,0.1,0.1
6751,0.87,0.87
6752,0.55,0.55
6753,0.29,0.29
6754,0.19,0.19
6755,0.61,0.61
6756,0.45,0.45
6757,0.36,0.36
6758,0.57,0.57
6759,0.17,0.17
6760,0.41,0.41
6761,0.51,0.51
6762,0.06,0.06
6763,0.77,0.77
6764,0.84,0.84
6765,0.3,0.3
6766,0.13,0.13
6767,0.35,0.35
6768,0.11,0.11
6769,0.48,0.48
6770,0.66,0.66
6771,0.73,0.73
6772,0.89,0.89
6773,0.79,0.79
6774,0.93,0.93
6775,0.12,0.12
6776,0.05,0.05
6777,0.06,0.06
6778,0.63,0.63
6779,0.02,0.02
6780,0.1,0.1
6781,0.26,0.26
6782,0.72,0.72
6783,0.17,0.17
6784,0.41,0.41
6785,0.79,0.79
6786,0.93,0.93
6787,0.35,0.35
6788,0.55,0.55
6789,0.48,0.48
6790,0.63,0.63
6791,0.29,0.29
6792,0.41,0.41
6793,0.66,0.66
6794,0.89,0.89
6795,0.51,0.51
6796,0.07,0.07
6797,0.05,0.05
6798,0.89,0.89
6799,0.02,0.02
6800,0.95,0.95
6801,0.22,0.22
6802,0.76,0.76
6803,0.0,0.0
6804,0.24,0.24
6805,0.81,0.81
6806,0.12,0.12
6807,0.16,0.16
6808,0.39,0.39
6809,0.86,0.86
6810,0.87,0.87
6811,0.18,0.18
6812,0.72,0.72
6813,0.18,0.18
6814,0.43,0.43
6815,0.68,0.68
6816,0.59,0.59
6817,0.47,0.47
6818,0.59,0.59
6819,0.97,0.97
6820,0.58,0.58
6821,0.57,0.57
6822,0.79,0.79
6823,0.32,0.32
6824,0.33,0.33
6825,0.92,0.92
6826,0.56,0.56
6827,0.36,0.36
6828,0.12,0.12
6829,0.63,0.63
6830,0.07,0.07
6831,0.41,0.41
6832,0.66,0.66
6833,0.14,0.14
6834,0.52,0.52
6835,0.7,0.7
6836,0.34,0.34
6837,0.63,0.63
6838,0.72,0.72
6839,0.47,0.47
6840,0.59,0.59
6841,0.68,0.68
6842,0.37,0.37
6843,0.51,0.51
6844,0.98,0.98
6845,0.41,0.41
6846,0.7,0.7
6847,0.54,0.54
6848,0.0,0.0
6849,0.47,0.47
6850,0.79,0.79
6851,0.08,0.08
6852,0.87,0.87
6853,0.98,0.98
6854,0.54,0.54
6855,0.82,0.82
6856,0.61,0.61
6857,0.89,0.89
6858,0.8,0.8
6859,0.7,0.7
6860,0.66,0.66
6861,0.57,0.57
6862,0.84,0.84
6863,0.29,0.29
6864,0.45,0.45
6865,0.45,0.45
6866,0.11,0.11
6867,0.59,0.59
6868,0.22,0.22
6869,0.93,0.93
6870,0.71,0.71
6871,0.88,0.88
6872,0.13,0.13
6873,0.05,0.05
6874,0.41,0.41
6875,0.51,0.51
6876,0.38,0.38
6877,0.75,0.75
6878,0.34,0.34
6879,0.41,0.41
6880,0.14,0.14
6881,0.98,0.98
6882,0.28,0.28
6883,0.86,0.86
6884,0.53,0.53
6885,0.02,0.02
6886,0.32,0.32
6887,0.48,0.48
6888,0.76,0.76
6889,0.35,0.35
6890,0.51,0.51
6891,0.19,0.19
6892,0.19,0.19
6893,0.64,0.64
6894,0.7,0.7
6895,0.7,0.7
6896,0.04,0.04
6897,0.45,0.45
6898,0.04,0.04
6899,0.82,0.82
6900,0.42,0.42
6901,0.93,0.93
6902,0.17,0.17
6903,0.82,0.82
6904,0.96,0.96
6905,0.93,0.93
6906,0.65,0.65
6907,0.34,0.34
6908,0.56,0.56
6909,0.11,0.11
6910,0.8,0.8
6911,0.37,0.37
6912,0.66,0.66
6913,0.44,0.44
6914,0.36,0.36
6915,0.13,0.13
6916,0.05,0.05
6917,0.24,0.24
6918,0.6,0.6
6919,0.67,0.67
6920,0.79,0.79
6921,0.27,0.27
6922,0.92,0.92
6923,0.23,0.23
6924,0.51,0.51
6925,0.11,0.11
6926,0.07,0.07
6927,0.59,0.59
6928,0.57,0.57
6929,0.88,0.88
6930,0.94,0.94
6931,0.46,0.46
6932,0.15,0.15
6933,0.84,0.84
6934,0.53,0.53
6935,0.85,0.85
6936,0.35,0.35
6937,0.57,0.57
6938,0.96,0.96
6939,0.08,0.08
6940,0.43,0.43
6941,0.52,0.52
6942,0.93,0.93
6943,0.66,0.66
6944,0.41,0.41
6945,0.67,0.67
6946,0.08,0.08
6947,0.6,0.6
6948,0.89,0.89
6949,0.04,0.04
6950,0.81,0.81
6951,0.74,0.74
6952,0.5,0.5
6953,0.78,0.78
6954,0.02,0.02
6955,0.12,0.12
6956,0.02,0.02
6957,0.75,0.75
6958,0.13,0.13
6959,0.73,0.73
6960,0.78,0.78
6961,0.56,0.56
6962,0.17,0.17
6963,0.35,0.35
6964,0.81,0.81
6965,0.13,0.13
6966,0.6,0.6
6967,0.66,0.66
6968,0.41,0.41
6969,0.32,0.32
6970,0.51,0.51
6971,0.29,0.29
6972,0.15,0.15
6973,0.26,0.26
6974,0.36,0.36
6975,0.92,0.92
6976,0.82,0.82
6977,0.68,0.68
6978,0.66,0.66
6979,0.72,0.72
6980,0.5,0.5
6981,0.43,0.43
6982,0.28,0.28
6983,0.05,0.05
6984,0.22,0.22
6985,0.84,0.84
6986,0.24,0.24
6987,0.27,0.27
6988,0.11,0.11
6989,0.4,0.4
6990,0.18,0.18
6991,0.68,0.68
6992,0.83,0.83
6993,0.16,0.16
6994,0.07,0.07
6995,0.51,0.51
6996,0.9,0.9
6997,0.05,0.05
6998,0.94,0.94
6999,0.51,0.51
7000,0.0,0.0
7001,0.66,0.66
7002,0.6,0.6
7003,0.72,0.72
7004,0.04,0.04
7005,0.27,0.27
7006,0.09,0.09
7007,0.17,0.17
7008,0.82,0.82
7009,0.31,0.31
7010,0.56,0.56
7011,0.33,0.33
7012,0.98,0.98
7013,1.0,1.0
7014,0.61,0.61
7015,0.35,0.35
7016,0.81,0.81
7017,0.49,0.49
7018,0.5,0.5
7019,0.61,0.61
7020,0.17,0.17
7021,0.61,0.61
7022,0.37,0.37
7023,0.78,0.78
7024,0.47,0.47
7025,0.28,0.28
7026,0.68,0.68
7027,0.59,0.59
7028,0.7,0.7
7029,0.84,0.84
7030,0.89,0.89
7031,0.68,0.68
7032,0.67,0.67
7033,0.51,0.51
7034,0.47,0.47
7035,0.71,0.71
7036,0.02,0.02
7037,0.16,0.16
7038,0.79,0.79
7039,0.93,0.93
7040,0.27,0.27
7041,0.91,0.91
7042,0.6,0.6
7043,0.46,0.46
7044,0.59,0.59
7045,0.63,0.63
7046,0.08,0.08
7047,0.39,0.39
7048,0.52,0.52
7049,0.45,0.45
7050,0.86,0.86
7051,0.44,0.44
7052,0.07,0.07
7053,0.43,0.43
7054,0.24,0.24
7055,0.96,0.96
7056,0.42,0.42
7057,0.08,0.08
7058,0.81,0.81
7059,0.66,0.66
7060,0.57,0.57
7061,0.6,0.6
7062,0.34,0.34
7063,0.18,0.18
7064,0.17,0.17
7065,0.47,0.47
7066,0.75,0.75
7067,0.32,0.32
7068,0.94,0.94
7069,0.24,0.24
7070,0.57,0.57
7071,0.79,0.79
7072,0.98,0.98
7073,0.09,0.09
7074,0.21,0.21
7075,0.59,0.59
7076,0.43,0.43
7077,0.97,0.97
7078,0.84,0.84
7079,0.34,0.34
7080,1.0,1.0
7081,0.91,0.91
7082,0.47,0.47
7083,0.64,0.64
7084,0.07,0.07
7085,0.62,0.62
7086,0.65,0.65
7087,0.41,0.41
7088,0.62,0.62
7089,0.81,0.81
7090,0.95,0.95
7091,0.6,0.6
7092,0.4,0.4
7093,0.38,0.38
7094,0.59,0.59
7095,0.73,0.73
7096,0.72,0.72
7097,0.83,0.83
7098,0.3,0.3
7099,0.28,0.28
7100,0.08,0.08
7101,0.19,0.19
7102,0.16,0.16
7103,0.35,0.35
7104,0.15,0.15
7105,0.74,0.74
7106,0.57,0.57
7107,0.4,0.4
7108,0.14,0.14
7109,0.87,0.87
7110,0.66,0.66
7111,0.65,0.65
7112,0.66,0.66
7113,0.1,0.1
7114,0.33,0.33
7115,0.68,0.68
7116,0.8,0.8
7117,0.06,0.06
7118,0.46,0.46
7119,0.23,0.23
7120,0.31,0.31
7121,0.23,0.23
7122,0.88,0.88
7123,0.15,0.15
7124,0.21,0.21
7125,0.73,0.73
7126,0.21,0.21
7127,0.16,0.16
7128,0.96,0.96
7129,0.39,0.39
7130,0.9,0.9
7131,0.65,0.65
7132,0.21,0.21
7133,0.27,0.27
7134,0.37,0.37
7135,0.05,0.05
7136,0.62,0.62
7137,0.0,0.0
7138,0.27,0.27
7139,0.55,0.55
7140,0.36,0.36
7141,0.21,0.21
7142,0.31,0.31
7143,0.1,0.1
7144,0.79,0.79
7145,0.61,0.61
7146,0.91,0.91
7147,0.82,0.82
7148,0.34,0.34
7149,0.45,0.45
7150,0.24,0.24
7151,0.04,0.04
7152,0.36,0.36
7153,0.65,0.65
7154,0.78,0.78
7155,0.95,0.95
7156,0.3,0.3
7157,0.85,0.85
7158,0.31,0.31
7159,0.17,0.17
7160,0.09,0.09
7161,0.45,0.45
7162,0.04,0.04
7163,0.65,0.65
7164,0.08,0.08
7165,0.07,0.07
7166,0.66,0.66
7167,0.89,0.89
7168,0.72,0.72
7169,0.33,0.33
7170,0.7,0.7
7171,0.23,0.23
7172,0.31,0.31
7173,0.72,0.72
7174,0.47,0.47
7175,0.89,0.89
7176,0.17,0.17
7177,0.81,0.81
7178,0.33,0.33
7179,0.12,0.12
7180,0.59,0.59
7181,0.85,0.85
7182,0.56,0.56
7183,0.23,0.23
7184,0.99,0.99
7185,0.37,0.37
7186,0.3,0.3
7187,0.34,0.34
7188,0.01,0.01
7189,0.38,0.38
7190,0.97,0.97
7191,0.49,0.49
7192,0.45,0.45
7193,0.95,0.95
7194,0.76,0.76
7195,0.75,0.75
7196,0.54,0.54
7197,0.96,0.96
7198,0.48,0.48
7199,0.69,0.69
7200,0.72,0.72
7201,0.14,0.14
7202,0.6,0.6
7203,0.22,0.22
7204,0.28,0.28
7205,0.17,0.17
7206,0.88,0.88
7207,0.81,0.81
7208,0.7,0.7
7209,0.31,0.31
7210,0.67,0.67
7211,0.37,0.37
7212,0.44,0.44
7213,0.22,0.22
7214,0.55,0.55
7215,0.42,0.42
7216,0.15,0.15
7217,0.07,0.07
7218,0.7,0.7
7219,0.13,0.13
7220,0.73,0.73
7221,0.6,0.6
7222,0.59,0.59
7223,0.51,0.51
7224,0.97,0.97
7225,0.28,0.28
7226,0.35,0.35
7227,0.71,0.71
7228,0.49,0.49
7229,0.11,0.11
7230,0.72,0.72
7231,0.31,0.31
7232,0.81,0.81
7233,0.65,0.65
7234,0.62,0.62
7235,0.83,0.83
7236,0.25,0.25
7237,0.82,0.82
7238,0.61,0.61
7239,0.57,0.57
7240,0.05,0.05
7241,0.92,0.92
7242,0.49,0.49
7243,1.0,1.0
7244,0.17,0.17
7245,0.01,0.01
7246,0.59,0.59
7247,0.58,0.58
7248,0.36,0.36
7249,0.68,0.68
7250,0.54,0.54
7251,0.55,0.55
7252,0.82,0.82
7253,0.72,0.72
7254,0.74,0.74
7255,0.35,0.35
7256,0.54,0.54
7257,0.67,0.67
7258,0.82,0.82
7259,0.79,0.79
7260,0.36,0.36
7261,0.27,0.27
7262,0.11,0.11
7263,0.38,0.38
7264,0.65,0.65
7265,0.65,0.65
7266,0.87,0.87
7267,0.82,0.82
7268,0.88,0.88
7269,0.84,0.84
7270,0.76,0.76
7271,0.38,0.38
7272,0.5,0.5
7273,0.91,0.91
7274,0.18,0.18
7275,0.77,0.77
7276,0.67,0.67
7277,0.68,0.68
7278,0.95,0.95
7279,0.03,0.03
7280,0.45,0.45
7281,0.53,0.53
7282,0.18,0.18
7283,0.35,0.35
7284,0.16,0.16
7285,0.13,0.13
7286,0.5,0.5
7287,0.18,0.18
7288,0.32,0.32
7289,0.72,0.72
7290,0.14,0.14
7291,0.83,0.83
7292,0.96,0.96
7293,0.19,0.19
7294,0.98,0.98
7295,0.13,0.13
7296,0.46,0.46
7297,0.87,0.87
7298,0.26,0.26
7299,0.29,0.29
7300,0.13,0.13
7301,0.65,0.65
7302,0.28,0.28
7303,0.41,0.41
7304,0.22,0.22
7305,0.17,0.17
7306,0.01,0.01
7307,0.66,0.66
7308,0.14,0.14
7309,0.08,0.08
7310,0.26,0.26
7311,0.25,0.25
7312,0.72,0.72
7313,0.36,0.36
7314,0.96,0.96
7315,0.93,0.93
7316,0.97,0.97
7317,0.65,0.65
7318,0.13,0.13
7319,0.3,0.3
7320,0.24,0.24
7321,0.44,0.44
7322,0.71,0.71
7323,0.2,0.2
7324,0.6,0.6
7325,0.54,0.54
7326,0.12,0.12
7327,0.19,0.19
7328,0.8,0.8
7329,0.2,0.2
7330,0.83,0.83
7331,0.17,0.17
7332,0.17,0.17
7333,0.37,0.37
7334,0.32,0.32
7335,0.36,0.36
7336,0.07,0.07
7337,0.74,0.74
7338,0.06,0.06
7339,0.54,0.54
7340,0.13,0.13
7341,0.75,0.75
7342,0.03,0.03
7343,0.81,0.81
7344,0.93,0.93
7345,0.75,0.75
7346,0.62,0.62
7347,0.67,0.67
7348,0.56,0.56
7349,0.32,0.32
7350,0.92,0.92
7351,0.85,0.85
7352,0.48,0.48
7353,0.34,0.34
7354,0.22,0.22
7355,0.02,0.02
7356,0.7,0.7
7357,0.75,0.75
7358,0.87,0.87
7359,0.11,0.11
7360,0.27,0.27
7361,0.39,0.39
7362,0.0,0.0
7363,0.43,0.43
7364,0.75,0.75
7365,0.5,0.5
7366,0.78,0.78
7367,0.11,0.11
7368,0.29,0.29
7369,0.57,0.57
7370,0.51,0.51
7371,0.66,0.66
7372,0.06,0.06
7373,0.69,0.69
7374,0.17,0.17
7375,0.88,0.88
7376,0.32,0.32
7377,0.96,0.96
7378,0.09,0.09
7379,0.26,0.26
7380,0.11,0.11
7381,0.07,0.07
7382,0.21,0.21
7383,0.99,0.99
7384,0.63,0.63
7385,0.78,0.78
7386,0.54,0.54
7387,0.5,0.5
7388,0.24,0.24
7389,0.31,0.31
7390,0.26,0.26
7391,0.21,0.21
7392,0.15,0.15
7393,0.41,0.41
7394,0.44,0.44
7395,0.84,0.84
7396,0.24,0.24
7397,0.7,0.7
7398,0.04,0.04
7399,0.75,0.75
7400,0.54,0.54
7401,0.41,0.41
7402,0.22,0.22
7403,0.7,0.7
7404,0.6,0.6
7405,0.55,0.55
7406,0.97,0.97
7407,0.44,0.44
7408,0.98,0.98
7409,0.54,0.54
7410,0.15,0.15
7411,0.87,0.87
7412,0.41,0.41
7413,0.82,0.82
7414,0.11,0.11
7415,0.44,0.44
7416,0.54,0.54
7417,0.33,0.33
7418,0.49,0.49
7419,0.63,0.63
7420,0.31,0.31
7421,0.55,0.55
7422,0.65,0.65
7423,0.04,0.04
7424,0.54,0.54
7425,0.54,0.54
7426,0.08,0.08
7427,0.75,0.75
7428,0.26,0.26
7429,0.9,0.9
7430,0.46,0.46
7431,0.47,0.47
7432,0.24,0.24
7433,0.05,0.05
7434,0.64,0.64
7435,0.85,0.85
7436,0.81,0.81
7437,0.3,0.3
7438,0.8,0.8
7439,0.49,0.49
7440,0.91,0.91
7441,0.5,0.5
7442,0.22,0.22
7443,0.39,0.39
7444,0.37,0.37
7445,0.83,0.83
7446,0.16,0.16
7447,0.83,0.83
7448,0.74,0.74
7449,0.93,0.93
7450,0.13,0.13
7451,0.6,0.6
7452,0.9,0.9
7453,0.96,0.96
7454,0.26,0.26
7455,0.74,0.74
7456,0.46,0.46
7457,0.26,0.26
7458,0.46,0.46
7459,0.47,0.47
7460,0.2,0.2
7461,0.73,0.73
7462,0.69,0.69
7463,0.55,0.55
7464,0.5,0.5
7465,0.63,0.63
7466,0.87,0.87
7467,0.67,0.67
7468,0.98,0.98
7469,0.39,0.39
7470,0.6,0.6
7471,0.6,0.6
7472,0.59,0.59
7473,0.76,0.76
7474,0.08,0.08
7475,0.79,0.79
7476,0.86,0.86
7477,0.99,0.99
7478,0.18,0.18
7479,0.75,0.75
7480,0.75,0.75
7481,0.93,0.93
7482,0.85,0.85
7483,0.06,0.06
7484,0.61,0.61
7485,0.56,0.56
7486,1.0,1.0
7487,0.08,0.08
7488,0.39,0.39
7489,0.36,0.36
7490,0.81,0.81
7491,0.39,0.39
7492,0.55,0.55
7493,0.9,0.9
7494,0.16,0.16
7495,0.88,0.88
7496,0.51,0.51
7497,0.24,0.24
7498,0.5,0.5
7499,0.84,0.84
7500,0.41,0.41
7501,0.39,0.39
7502,0.99,0.99
7503,0.42,0.42
7504,0.3,0.3
7505,0.87,0.87
7506,0.71,0.71
7507,0.78,0.78
7508,0.28,0.28
7509,0.91,0.91
7510,0.35,0.35
7511,0.23,0.23
7512,0.29,0.29
7513,0.95,0.95
7514,0.32,0.32
7515,0.66,0.66
7516,0.88,0.88
7517,0.89,0.89
7518,0.85,0.85
7519,0.77,0.77
7520,0.4,0.4
7521,0.01,0.01
7522,0.6,0.6
7523,0.53,0.53
7524,0.67,0.67
7525,0.15,0.15
7526,0.63,0.63
7527,0.78,0.78
7528,0.27,0.27
7529,0.09,0.09
7530,0.89,0.89
7531,0.91,0.91
7532,0.4,0.4
7533,0.5,0.5
7534,0.73,0.73
7535,0.12,0.12
7536,0.38,0.38
7537,0.48,0.48
7538,0.49,0.49
7539,0.63,0.63
7540,0.87,0.87
7541,0.41,0.41
7542,0.14,0.14
7543,0.79,0.79
7544,0.48,0.48
7545,0.9,0.9
7546,0.24,0.24
7547,0.55,0.55
7548,0.66,0.66
7549,0.25,0.25
7550,0.0,0.0
7551,0.61,0.61
7552,0.59,0.59
7553,0.29,0.29
7554,0.16,0.16
7555,0.66,0.66
7556,0.49,0.49
7557,0.01,0.01
7558,0.01,0.01
7559,0.57,0.57
7560,0.18,0.18
7561,0.03,0.03
7562,0.91,0.91
7563,0.63,0.63
7564,0.24,0.24
7565,0.09,0.09
7566,0.99,0.99
7567,0.57,0.57
7568,0.72,0.72
7569,0.5,0.5
7570,0.68,0.68
7571,0.75,0.75
7572,0.7,0.7
7573,0.64,0.64
7574,0.55,0.55
7575,0.6,0.6
7576,0.43,0.43
7577,0.04,0.04
7578,0.39,0.39
7579,0.57,0.57
7580,0.74,0.74
7581,0.49,0.49
7582,0.17,0.17
7583,0.41,0.41
7584,0.02,0.02
7585,0.54,0.54
7586,0.83,0.83
7587,0.82,0.82
7588,0.87,0.87
7589,0.93,0.93
7590,0.75,0.75
7591,0.24,0.24
7592,0.32,0.32
7593,0.13,0.13
7594,0.83,0.83
7595,0.78,0.78
7596,0.83,0.83
7597,0.3,0.3
7598,0.16,0.16
7599,0.19,0.19
7600,0.89,0.89
7601,0.59,0.59
7602,0.93,0.93
7603,0.33,0.33
7604,0.34,0.34
7605,0.52,0.52
7606,0.41,0.41
7607,0.29,0.29
7608,0.18,0.18
7609,0.32,0.32
7610,0.48,0.48
7611,0.2,0.2
7612,0.12,0.12
7613,0.75,0.75
7614,0.38,0.38
7615,0.16,0.16
7616,0.94,0.94
7617,0.48,0.48
7618,0.94,0.94
7619,0.94,0.94
7620,0.99,0.99
7621,0.62,0.62
7622,1.0,1.0
7623,0.1,0.1
7624,0.41,0.41
7625,0.19,0.19
7626,0.27,0.27
7627,0.03,0.03
7628,0.37,0.37
7629,0.12,0.12
7630,0.11,0.11
7631,0.33,0.33
7632,0.31,0.31
7633,0.51,0.51
7634,0.09,0.09
7635,0.14,0.14
7636,0.88,0.88
7637,0.95,0.95
7638,0.07,0.07
7639,0.14,0.14
7640,0.5,0.5
7641,0.85,0.85
7642,0.27,0.27
7643,0.18,0.18
7644,0.99,0.99
7645,0.36,0.36
7646,0.63,0.63
7647,0.37,0.37
7648,0.25,0.25
7649,0.88,0.88
7650,0.24,0.24
7651,0.31,0.31
7652,0.35,0.35
7653,0.9,0.9
7654,0.75,0.75
7655,0.05,0.05
7656,0.36,0.36
7657,0.76,0.76
7658,0.62,0.62
7659,0.2,0.2
7660,0.74,0.74
7661,0.48,0.48
7662,0.14,0.14
7663,0.27,0.27
7664,0.08,0.08
7665,0.95,0.95
7666,0.87,0.87
7667,0.16,0.16
7668,0.26,0.26
7669,0.96,0.96
7670,0.12,0.12
7671,0.53,0.53
7672,0.15,0.15
7673,0.94,0.94
7674,0.99,0.99
7675,0.84,0.84
7676,0.15,0.15
7677,0.96,0.96
7678,0.5,0.5
7679,0.86,0.86
7680,0.42,0.42
7681,0.73,0.73
7682,0.25,0.25
7683,0.03,0.03
7684,0.6,0.6
7685,0.46,0.46
7686,0.57,0.57
7687,0.78,0.78
7688,0.7,0.7
7689,0.31,0.31
7690,0.41,0.41
7691,0.03,0.03
7692,0.98,0.98
7693,0.63,0.63
7694,0.78,0.78
7695,0.51,0.51
7696,0.7,0.7
7697,0.21,0.21
7698,0.68,0.68
7699,0.88,0.88
7700,0.05,0.05
7701,0.17,0.17
7702,0.28,0.28
7703,0.53,0.53
7704,0.32,0.32
7705,0.83,0.83
7706,0.96,0.96
7707,0.56,0.56
7708,0.76,0.76
7709,0.18,0.18
7710,0.92,0.92
7711,0.89,0.89
7712,0.28,0.28
7713,0.27,0.27
7714,0.64,0.64
7715,0.62,0.62
